Unnamed: 0,text
33294,"@NikeSupport After checking, total correct lot data miss"
12928,@SW_Help As flight come Gatwick 11 30pm (on SundayConfusion last train London 11 45. V inconvenient pay 50 taxi.
8383,"@118365 We want take look you. DM You current iOS version, we’ll start there."
26546,"@123416 We want miss connection, please DM record locator need assistance rebooking."
21160,@121973 Sorry confusion. We're please take you.
25331,"@Tesco I don’t packaging green, black white colour scheme iPhone 7"
416,"@115857 Fill You happening, help there."
38313,@126814 I sorry allow pet store sell brand pet home shelf 2/3
40758,"@116021 again, service rate increases, every 3-6 months, like clockwork. No improvements, $$$$. So tired it."
1406,"@116167 We currently offer 4 network many areas, vary ZIP. We share interest Durham-area."
27988,@123808 contact sale team want purchase new motherboard. Kindly DM system service tag require any(3Confusion
20657,"@121837 Hello @121837, please inform service see cause deduction line deactivate already. All (1/2Confusion"
46981,"@129257 Sorry Glen, could DM You information link please? Maclaine"
29901,@124353 That's concerning. Can please share here: -AC
32869,@hulu_support error code 500 cannot login. what's this?
21613,@120834 @AmazonHelp As trial I Glasgow WORKING - Brighton non-starter others report - indeed yourself. #terribleservice
18692,"#EngineeringSWR @115793 engineering work 4/5 November, many train alter bus replace train"
14462,"@120193 Hi, I check issue you. Can DM name address account I look you?-Sean"
13529,@Ask_Spectrum It take remote access site.
29804,@Uber_Support It say I don’t take trip yet I can’t type anything there.
1444,The Wild Thing heard $3 special @ChipotleTweets 4 👻 Halloween &amp; couldn’t pas He hop Chipotle sponsor team
18218,@Safaricom_Care I buy telkom airtime via mpesa cannot trace money.My phone number 0791901665
45063,@115888 A mi lo cobraron veces
30646,*tapping foot* still wait @116016 release fund bitcoin purchase week ago. Ridiculous long takes...
49167,Just see first christmas TV advert. It Argos. Just wrong.
39989,"@AdobeCare hey, presumably LR slow sync online, I use LR Classic instead? (I need online syncConfusion thanks!"
44755,"@128633 Hi again, hard limit small large batch delete website. We apologize any... 1/2"
48345,"We're November 2017, I STILL work around bug @117339 [CC] import #Word document .doc instead .docx."
42969,@128142 Thanks let You know. When start happening? Does log back help? You also try restart app /CB
20419,@British_Airways see report online checkin down? Trying check flight tomorrow get errors.
10896,@ArbysCares I respond via email. ball court. Do something it.
45620,"My friend buy stuff @115821 deliver me, order incomplete. say sign HER Brazil."
36349,"@126241 Hi there, we're sorry hear. Could please DM email address? We'd like follow up. Thanks."
19312,"@121417 Hi Bryan, travel colleague booking you? ^Jane"
5582,"@DropboxSupport I owner account, I create folder. Some time ago I realize I've ""cut out"" it."
6682,@AmazonHelp Was send item 6x9 size. Trying return &amp; UPS show today. I'd keep item I could get refund price difference.
30679,@124576 We’re help; let know I do. ^js
28388,@AskeBay There's actually multiple thread ebay this. See: (search idlesurvey Confusion.
6847,Got #Boorito fix @ChipotleTweets like party animal are!
15981,"@120562 We hope we're go see board, Mr O'Brien! ^Alex"
33675,@115911 call get help customer service look problem good service take 6 8 week rebate
47503,"@Tesco I want say fantastic Doreen Tesco fuel station Applemore today, wife put wrong fuel give You advice also buy You tea check ok. She helpful. Thank Doreen #tesco #lifesaver #kindnessofstrangers"
7565,@115821 @AmazonHelp I'm frustrate w/how thing keep changing. Making hard POOR people!!! Free free anymore.
20728,Ok...I’m love...plush legging Walmart...super soft $8 Wal-Mart. Cheapest comfortable legging I own.
7411,@118047 Would mind provide detail issue? We'd certainly follow up. ^Raj
25354,@Tesco Not interested get anyone trouble. Just won’t use service
47738,"@129500 Hey! Star hiatus 11/8, keep show WL/My Stuff updates. S1 E6 The Brave available stream."
9758,@AskAmex wont app ever let partial payment cc. put bad place regard usage. fix app!!!
9767,@NeweggService I figure out. I read instruction email redemption code. Thanks.
7133,@117945 I'm glad enjoy Oasis! You're welcome send You feedback e-mail: __email__. ^SJ
28593,@123964 @115850 New malfunction product delivered. Complaint Ref GHA0710170276. Help yet awaited. Amazon must stop sale
41209,@127655 Hey there! It seem get DM. Try link I hope see there. *DesiReed
23111,"@AppleSupport I 11.1.2 happen apps become normal delay, like text. It even slow typing. I see lettre appear I type sometimes bump Into other’s"
44346,"@Delta Also.. NOT near bathrooms. I row 18 originally, keep row. Row 18?"
22809,"@122428 Got it, Sanjay. We suggest send back store purchase laptop check defects."
20507,@121782 We'll happy give thanks! #AATeam
45705,@115858 tell I type letter “I” damn symbol pop like I’m cod MySpace edit 🤨
21761,@sprintcare Get tire junk it.
21495,@O2 iPhone 7+ rise gold
11504,@TMobileHelp Done.
32456,@125103 Please DM track number phone number I look you. ^KM
44209,@128498 Feel free message You DM details.
43812,@128392 We'd happy look you! Can give You detail rating feel fair?
18264,@LondonMidland hi. Wolverton St ticket machine order staff here. I assume ok pay destination?
41114,@VerizonSupport @127621 cat I NY
20034,@121650 Sorry know receive damage product. I'd like check issue you. (1/2Confusion ^KA
10075,@118915 Sorry hear this. Kindly DM You reference number report incident IHG Rewards Club membership number You ti check update concern. Thank you. ^oa
37296,"@126535 @124257 Y'ello Nadine, Découvrez tout le fonctionnalités du Iphone 8 et du Iphone 8 Plus 👇"
14276,"@120138 Hi Carol, publish video facebook directly Premiere Pro export option local drive &gt; upload? Thanks. ^VS"
35780,"@AmazonHelp Bonjour! Je voudrais passer une commande sur Amazon UK, 2 article sont de précommandes pour 2 date différentes... 1/2"
16870,"@120758 Why, thanks *wink*"
4229,"@117052 Hello! We access Fleet Information via channel, apologies! Someone team get back soon."
49029,@129882 2/2 Our app bit demanding comparison others due difference requirements:
167,@115768 Thanks confirming. We're looping expert help here. They reply soon they're available. ^Madison
14446,@comcastcares TV internet completely try watch World Series! Will restore 11/1 2Happy_face_smiley4am? Is joke?
36716,@126350 Hi there. Your cellular provider best place start. You learn here:
36164,@SouthwestAir But I can't attend meeting online I'll stick delay flight.
14473,@120197 Do description crewmember?
44426,@128547 @Ask_Spectrum Make formal complaint Public Service Commission FCC. Stand counted!!! #SpectrumBad
46116,"@IHGService After TWICE tell I'm remove mail list, ANOTHER EMAIL. Is kind joke? Your unsubscribe process pathetic."
30625,@VirginTrains @120576 Thank
9960,"@VerizonSupport I 100/100 internet package upload DL speed fine, ping 200 reason. Any help?"
38722,@126928 Has device accidentally damage way? (2/4Confusion
28344,Enroute via @VirginTrains #London meet fellow #eventprofs Remember RFPs = point mean #prizes @123907
16437,"@AirAsiaSupport Sorry, please link book KSBWRE account too. Thank you."
8853,"@118505 Apologies, thank reply email. We'll get back soon. Appreciate patience. ^BS"
17363,@120903 .. I look you. - Smaira
4580,"@SouthwestAir No worries, thanks! If departure time change we'll notified,right? Just sit dinner want rush 😬"
47303,@AdobeCare hi Adobe I'm curious guy raise price student suite chance?
44679,@128615 We've reply DM 👍
15192,@AskPlayStation The code enter inactive. Please check term conditions.
31447,@124801 option keep game content. Any change experience that? 2 ^ZM
5525,Hey @AlaskaAir ... seriously?
39227,"@127077 Hello, saw mention us. If need help accounts, please let You know. Thank you. ^mm"
3467,@116817 This something work around for. You may need use alternate address update later. ^JB
15073,"@AmazonHelp Scam, scam, seller send products~ 6 orders. bad~"
48705,Está chegando feriadão 😍 Em quais aventuras Kindle vai te levar? #Feriado
13609,@CoxHelp @115955
18785,@121281 Lass da bitte von meinen Kollegen klären: Ich habe leider keinen Einblick dein Kundenkonto. Gruß ^DW
39757,@127221 Please connect You member team follow up.
24216,"@122787 Hi Paul 😩 What's happen make say exactly? Please DM You info, we'd like help."
33985,@125546 Very sorry hear sale slow. Are encounter issues? Please DM You detail — we'd like help. ^S
11625,@119426 Gotcha. Have try step guide here: ^JA
12136,"@Tesco Thank you, I’ll give go tomorrow let know Andrew"
12628,@119529 Access The Centurion Lounge complimentary global Platinum &amp; Centurion Card Members.
28347,"@123909 Not we're aware of, Jess. Is cellular residential service? ^BCW"
43511,"Hey @AlaskaAir - Love PNW pride show jet paint UW, WSU, UO OSU colors. How @128298 next? #FinalFour"
5872,@117544 We're sorry feel way. We appreciate feedback.
48243,Pretty sure chipotle I eat yesterday poison
33981,@AskeBay take detailed note call &amp; i’m happy send let know how. resolution offer 1/2
31260,"@117391 Sorry! You may run into: If still see this, please try:"
12292,@JetBlue I’m try book round trip flight AUS RDU
42286,@127936 That's experience want iOS 11. Follow You DM we'll get started.
13664,"@119972 Oje! Melde dich doch gleich mal hier und lass meine Kollegen prüfen, da los sein könnte. Gruß ^DS"
12950,"@idea_cares So give best offer stick Idea...my requirement unlimited calling, daily 1GB 4G free , validity 84 day"
31756,Why I️ type “I️” phone it’s show “A ?” ? @AppleSupport
14513,@Safaricom_Care good morning someone use name solicit fund send safcom line.They claim I admit hosi
20457,"@SouthwestAir No, correction exist reservation. I get through, happen 3 times. Thank quick response!"
41546,@AmazonHelp Does digital pre order also get bonus?
850,"@115987 As long fit comfortably inside meal, $3. -Becky"
34767,@AskPlayStation @125785 happen to?
24912,@Uber_Support Nothing working... urgent please
17969,@Uber_Support I make note already. Check that. Also clearly mention tweet.
28376,Chase Bank chase Bank 💰 ✅
9889,"@ChipotleTweets But get bowl $3.25 without costume , I love y’all ."
46455,@129113 @GWRHelp I'm sit suitcase buffet car. What do? £60 single ticket...
38499,"@126869 Thanks 4 feedback Troy. If You need assistance go forward, let You know, we're you. Sprint -MM"
16247,@AmazonHelp Valeu pela dica 😉
8786,"@AskAmex I go call third time, sorry. I doubt agent go suddenly give answer. Now use sapphire reserve dinner."
35429,@hulu_support Hulu won’t work
19103,@121366 &lt; I would think ticket machine work report not.
44142,"@127283 Thank reach today. I've respond DM send us, please let You know prefer reply here! ^GR"
14786,"@120260 Winners app jackpot announce November 3, 2017. You find list here: ^SH"
18216,@Safaricom_Care Joel Okumu Owuor 34348909 amount purchase 50
29736,@117086 comprei um livro que se encontra em estoque atualmente e não encaminharam até hoje. Entro em contato e só mentiras (...Confusion
18194,@SW_Help So go see promised improvement service long trains?
42355,@127430 @Uber_Support It's simply fair. They owe You opportunity purchase
20185,"@British_Airways Hi. We make mistake date order tickets, I'm problem change book now. Can help?"
38610,"@126900 Vue pretty nice, I feel give best picture FireStick"
22655,"@122396 year, take longer You respond. Apologies inconvenience caused. 2/2 ^Sophie"
31785,@AppleSupport hi I get email account locked. But I’m pretty sure fake.
36666,@AmazonHelp 2 parcel address (one one mum accountConfusion mark deliver actually delivered. Both present
44904,"@128673 Hi Pat, please DM You reservation number look you. ~Lorraine"
6079,Thank God @116035 ! Never I family bank @116827 bad bank #wellsfargo #worstbank
15555,"@120450 Hello Coco, may card serial number mobile number? Please revert via DM. Thank you. SO"
48061,"@129590 For security, please remove link Twitter public platform. (1/2Confusion ^DG"
24407,@115714 I receive mms text 7 hour originally sent????
44888,Keeps happening. @UPSHelp @115817 package #PuertoRico #Maria get opened. Shameful. Illegal
6424,@117295 Oh no! What sort issue run device. We in-house notice anything odd.
46202,Hey @117634 kindle start advance leave right instead right left. How I fix that?
42284,@127935 please don’t tell apple problem 😩
45698,I hate update podcast app iOS11. The interface really confusing unorganized @115858 @318
41460,@AskAmex My account lock guy mess say I'm dead. I'm tell 24 hr get account back. Is happen
28417,"@123928 Thanks, long issue there?"
18150,@121101 Hi there. This link insight regard message see ^TJ
30623,@GWRHelp Classic eg l hand/r hanTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry tell You 1443 Bath-Paddington rev formn one minute later cancelled! ‘Tech prob’ natch...
3150,"@GWRHelp Hi,just wonder 2345 sleeper show I search Paddington Penzance December 21st? Thanks"
18184,"@121110 much f impact, together cause small amount mainline congestion. ^BV 3/3"
26730,@VirginAmerica Oh gate agent bad attitude.
12514,"@119667 Hey, Kathi. We take look you. Send DM confirmation number. ^SL"
36055,@British_Airways So problem I travel police ID card? The UK authority allow enter UK
40832,Lets play spot @LondonMidland proof reading failure
34373,dat chipotle fuck stomach up😭
45452,"@TacoBellTeam @128829 Got charge free taco Dover, DE location."
34307,"@125643 Thanks bring attention, Suzanne. We sincerely appreciate feedback. *AAB"
46161,"@129026 You're welcome, Louise! Please let You know ever question concerns. ^WJ"
37975,@126735 We've respond DM. Look You there.
21232,@120474 @121888 I’m get What The F...
20326,"@nationalrailenq probably go possible that, trainline business"
27004,"@123534 Hi Christine, I've little check look like we're currently supplier issues, hope resolve soon.-Marian"
45593,@128875 Please reply email insight it. We cannot order/account social platform. ^RW
25847,@VirginTrains Apart feel little tired. I'm absolutely fine. Thank you.
7439,"@116072 @CenturyLinkHelp And call customer service department, say “that’s us, don’t know take feedback”"
37340,@126548 Hi there! Let's check guide help connection issue see ^TJ
10026,"@118895 via DM. Let You know desired add ons,for whom,which sector assist accordingly Happy_face_smiley Mariya"
20965,"@121908 Oh, Mark. We're sorry loss."
7284,"@117996 Ah! No spoilers! Thanks fly us, Kevin. Happy_face_smiley ^MA"
30274,@Ask_WellsFargo Is webside WF BROKERS DOWN AGAIN???
49967,@115817 someone help &amp; tell package deliver . I️t suppose deliver yesterday .
31158,@British_Airways 5 week since I submit claim terrible fly experience. Any idea il contact this?
15617,@AmazonHelp brighton ticket available today morrissey presale? aren’t website get worried
9618,@118769 Lookin' good! Thanks stop by. -Becky
28872,@115940 upgrade glitch. Smh It keep play thing already watched...Smh Plz...resolve problem. Smh
37267,"@126528 Nous restons disponibles pour vous à tout moment, Joel Happy_face_or_smiley"
18810,@121285 Pls contact Customer Service main menu Prime Now app look this. ^KM
32953,@sainsburys I use nectar card purchase I leave home x matter x
29893,"@124349 Andres, know time valuable we're sorry late start morning."
32504,"@AmazonHelp Our building available LEASE /RENT back office godown ware house, kindly forward message concerned thank You kiran"
27731,"@O2 It's cool, I've since 2003. However, contract end December ill let know store visit goes!"
31313,"@VirginTrains We progress massage (i.e. kick seat repeatedlyConfusion, eat loudly act much finesse walrus!"
31844,@124908 We're sorry trouble. Send You note via assist.
4273,"@117073 I'd glad test line help I dm account number, Stephanie. -Mike"
47403,"@AppleSupport iPhone 7 jet black, max storage"
23361,@122566 ☹ Did take look step send yesterday Anne?
2322,@Delta Thanks. I’m international flight I’ve get time. 🙂
14972,@Safaricom_Care Thank
16451,@AirAsiaSupport Hello Airasia. Is way I could retrieve board pas past flights? Thank you.
14545,"@120213 Hi Jo's, allow cancellation payment make non-refundable, may book number? - Fam"
19313,"@British_Airways No, unfortunately - separate booking codes. In future, I request book batch help ...?"
23670,@122641 Can please send Direct message provide near cross street ZIP code? -DS
37049,@115900 this? I’ve chat support 30 min suck. They aren’t reply back fast second time screen us!!! HELP
45912,@128957 I'm sorry that. Which location go to? -AC
26319,@AmazonHelp It get deliver delivery man idea I talk I guess resolve What The F... weird
33921,"@125535 Thanks that, see we're work mast drop You DM help further:"
6322,"@117688 Joining #MagentaFamily would best treat night! Send You DM, make sure save $$. 😄 *TarynS"
465,@115872 We apologize trouble! Send You DM email address we'll connect.
3253,@115722 I've reach anyone would talk me. #pathetic #gfy
10986,Amazonでは荷物が届いたってなってるのに、メールが届かないんだけど…これじゃ受け取れないじゃん…
14750,"@idea_cares I salute You man Saransh , Same statement every time , But result . Aaaaaa Testing patience call valuable customer"
14784,"@120260 Hi, may check here: ^RW"
564,"Hi @British_Airways! My flight MAN--LHR--BWI Nov. 3 canceled. I excite try Club 787 product. Only available flight IAD hassle, rebooked anyway--my option! Any availability first class BA293 trouble please?"
43126,@128191 Savings account
12724,@AmazonHelp No update even 2 weeks....poor n shame Amazon...#JeffBezos
33807,Fantastically humorous train manager 2.58 Preston train Euston... Cheering commute! @125502 @VirginTrains 😂👏🏽🙌🏽
7298,@ChipotleTweets There’s chipotle within 100 mile since I’ve move 😢
25388,@123099 @115913 Let's make sure explore options! Shoot DM. *MariahDaigle
19685,"@121523 That's good, could DM You catalogue number store number email try ~ Olly"
34488,@125693 ( ´∀｀Confusionbｸﾞｯ! Amazonをご利用いただき、ありがとうございます！ またのご利用お待ちしております(*´︶`Wink_or_smirk TY
37827,@SCsupport Hey! Could follow back I ask question?
3593,@AppleSupport iOS 11.1
12400,@119627 I'm sorry link work. You view list Audio Descriptions click here: ^AY
29939,@115940 best 3rd party content one bad UI’s
24854,"@122948 Hi, Bhaskar. To give matter attention deserves, please send You DM address concern."
21775,"@GWRHelp @122145 @1768 Hmm guard say due train fault. Nice know talk other...just get act together, I miss cinnection."
38918,@AppleSupport @126993 ☝🏾
7525,"@AmazonHelp Thanks, I called. The agent say order received, shipped. Still anticipate Friday delivery"
8901,@AppleSupport iPhone 7 Plus
24778,@AppleSupport It’s still happen
40303,"@KFC_UKI_Help Waited almost 20 min Bath Rd, Heathrow order 26 October long journey. Manager unhelpful. Not happy!"
39665,"@127186 If they're unable help, request service denial letter we'll get checked you. 2/2 ^HD"
31512,@115817 @UPSHelp never show door call &amp; even note say drop package shop pick up!
26722,@ArgosHelpers It burton trent store. Thankyou
11904,"@AmericanAir I book Qantas trip SYD first leg SFO American Air, confirmation# I use check in?"
32149,@VirginTrains Reduce temperature! Trying work fall asleep it’s hot. Keep crisp fresh business travellers.
48831,@SpotifyCares Foo fighter Atalanta 4/28. Possibly part credit card file Spotify...
21257,@122001 Sorry see this. Please reach You here: look this. ^PK
43772,@SouthwestAir From first time flew. I want say thank make good memory family!
42846,@128108 Got it. Let's move DM check thing together. Tap continue:
32748,@Tesco @125193 Hi @Tesco. The beam area question still dirty. Can kindly arrange someone clean it? Thanks
34535,@125709 @SouthwestAir They show love
31920,Cant wait DL561 take home #bermuda. Thank @delta
34536,"@SouthwestAir I see happening. Talking doesnt fix thing me. If want biz, show love, wrong move."
9073,Alright @115940. I’ve watch @864 like 2 day straight... switch commercial bit?......
2338,"@116458 Hello, Ismail. Thank sharing. *AFM"
17026,@120626 I'm glad hear resolve you! Please reach need assistance future. Happy_face_or_smiley -SK
20214,"@121694 Hi Laura, ticket try buy? ^BV"
10992,@AmazonHelp body inform me. You return parcel. please send tracking id parcel details. 10days call amazon custamare care
16339,@VirginTrains So guess I brush one want help? And face lock home car baby emergency?
49126,"2 DAYS AWAY! And less 24 hour #TheRace! Tune tomorrow, 11/2 10AM PT. Proceeds go @129905, help employ veterans."
42627,"Cette prise est étrange ... Et non, ça n'est pa une multi prise ... L'installation électrique dans ce logement @128036 est ... particulière."
43376,@SW_Help It annual pass. The oyster statement go back couple weeks.
7270,@SouthwestAir Haha I’ll take ✨✨
26457,@SpotifyCares iPhone 6 version 11.1
16281,Spotify Hulu like good thing happen year
8726,@idea_cares What resolution have? I get msg say complaint closed. HOW? WITHOUT CALLING ME? YOU COULDN'T EVEN CALL ME ONCE IN 6 MONTHS
24192,@AskeBay Cause I order slime sent tiny box paint instead
29727,"@124295 Agradecemos informação, Bruno. Vamos conferir caso. ^LG"
1566,@AskPlayStation Hey Shadow Of War remote play? Was thinking get vita know I play game remotely it.
43976,"@128432 Hello, Daniel! Did step community thread resolve concern? Let You know need assistance. 🙂"
11753,"@119442 Morning Smart, line Jumbo bonus credited. Please dial code #122*23# check again. TT"
37022,"@126447 Hello, Nathan. I want look you, Please DM address number I get account pull good assist. -AR"
34920,@XboxSupport I've talk support 8 time now.
13365,@119891 I apologize inconvenience. I glad assist you. Can DM Name acct # phone #? -JB
37398,"@SW_Help Special shout guard 17:47 Wimbledon Epsom too. Let everyone train, one stupid thing. People get stick doors. Nearly mess hand &amp; back try free someone door."
36168,@SouthwestAir I tried. They anything besides keep flight. I'll reach high till someone give shit. #worstflightever
12425,@Uber_Support hi I want change phone number I can’t
644,@115919 If unhappy experience call please contact You website: ^CB
1039,@azuresupport #azTechHelp Is easy way transfer file Azure File Store Azure Data Lake?
28076,@123822 I'm sorry know that. Kindly connect You here: we'd like help. ^SG
11214,@Ask_Spectrum @115955 @119283 @119284 The shard utility pole hang dangerously Genesee St Cheektowaga. It hold rope.
332,@115826 I'm sorry wait. You'll receive email soon estimate delivery date. ^FJ
6483,@AskPlayStation hi I buy psn Ps store £49.99 come 1050 FIFA point I receive FIFA points?
45638,@128885 416003 416012 eligible delivery location. Stay tune place order soon. ^VM
32732,@125190 Any idea they’ll back stock @Tesco @285. Thanks.
8178,@SouthwestAir Why charge $75 surfboard ski golf club fly free?
16758,"@GWRHelp Good morning, delay 8.20 paddington Hereford train morning? Thanks"
47721,"Swearing, screaming, shouting, disrespect...welcome back English train @VirginTrains I’m go Birmingham int Coventry"
33287,"@NikeSupport Coz today I might time find miss data you, could please check problem come training program? Thank You"
45682,@128892 We understand choice carrier reflect business. Please let You know issue UPS. ^MB
47933,Hai @AirAsiaSupport I web checkin I haven’t receive boarding pas email yet. Booking number RLI3RZ
35572,@AskeBay There 123 Visa Gift Card list now. What deal? I think prohibited! Not fair!😡
28809,The staff customer service #AmericanAirlines suck. Charged $50 bag check even though there’s mention it.
20361,@azuresupport #azTechHelp Trying new File Recovery Azure Backup - Permission Denied mount drive! Any idea Azure?
4449,"@117132 Hi Jin Yen, respond via DM, see there! - Anwar"
47534,@129426 Please follow &amp; Direct Message Delta confirmation # reference. *HJH
18203,@SW_Help So it’s cancel SUR? mean next train overcrowded normal get on.
18726,Pre-order iPhone X Yearly Upgrade Programme next upgrade us.
28131,Both Macs seem stick last beta 10.13.1 (17B46aConfusion show final version update 🤔
12915,@115722 bad WiFi I’ve ever tbh
46303,I swear god I problem @SpotifyCares every month 😡😡
39061,@127033 @AmericanAir Agreed!!
15509,@Safaricom_Care Done
16421,@120666 Are issue 3G 4G available area? Take look handy steps:
2574,@BofA_Help Big thks 2 social medium team 4 ur prompt intervention &amp; resolution. I however await feedback pending issue though. Thks
38350,@126825 That's odd. Could send You DM account's email address? We'll take look backstage /NH
34002,@125551 Our pleasure.^PY
10600,"@119085 Thanks, Daniel. We've get great #WorldSeries go on!"
6936,Sad customer 18 years...&amp; say “there really nothing do”...must time switch! @115714
34096,"@117148 Never dull moment city never sleeps, gem."
38822,@126961 Hi there. Did receive notification approved? ^Rachel
30888,@124638 If feel unsafe please tap 'Call Me' button contact Critical Response Team.
1498,Adult trick-or-treating go many @ChipotleTweets I find #Booritos
29445,"@124221 We put order in, ready Nov. 7! To see else menu month, check:"
29517,@DropboxSupport I'm - get '500' error message. Shall finish rest document offline Frown_sad_andry_or_pouting
32131,@sainsburys Yes thank you. The weight strain upper back sore day ok now.
31914,@124929 Please let You know assistance you. 😊 *HAN
20537,@121791 The 7 year loyalty You appreciated. Can please send Direct message assistance? -DS
31679,@AmazonHelp Hi I’ve suspicious look email claiming Amazon confirm prime I haven’t bought. Can I dm screenshot?
28406,"@AmazonHelp Me puesto en contacto con ellos. Estoy esperando que contesten. En este envío e importante porque corre prisa, pero lo que e inadmisible e que pongan de escusa que había nadie en el domicilio cuando en verdad e qué le da tiempo entregarlo por otras razones"
49270,@129956 Ahhhh thanks ❤️✈️👠
47068,@HPSupport Printhead miss #hpcswus #hpprnt
28691,@115858 @AppleSupport I️ need hurry fix update cuz I️ can’t type letter “eye” look crazy hell 🙄😤
48329,"@129681 Hi there, sorry this. Could try use different browser device please? Robbie"
41820,@sainsburys Southend sea
13534,"@119935 Hello, aware service interruption work resolve soon possible. -CS"
35458,@125988 No worries! I'm glad get one. Take care. Lauren
4859,@117241 @117244 @117242 @117246 @Tesco @sainsburys @117248 @AldiUK @117249 @Morrisons @117250 @117251 @117243 @117247 Imagine go effort come away average score like @117246's 😂😂
30931,@AmazonHelp isso acontece em diferentes navegadores e também APP. Socorrr
14074,@ATT Thanks Amber! Returning Charter Spectrum stuff tomorrow don’t make change account!! #SeeYouSoon
39011,@TMobileHelp waste time
15444,"@120424 Seats subject availability change time, Mark. We’d happy check DM booking 1/2"
42644,@128040 Apologies delay ^AW 2/2
42824,@128101 You're welcome. Let You know help future.
484,@115882 I'm sorry. The early flight may available time schedule change. *TMT
40139,@MicrosoftHelps It boots fine I get blue screen death lot work normally
35248,@SpotifyCares Thank You I try many time Frown_sad_andry_or_pouting It say “you previously log Spotify FB” I don’t know change 😕
47552,"@115911 I want leave you, lie still fixed it. Can someone help?"
35751,"@115830 Hi, 'next day' delivery far take week. Any chance speed bit? #NotImpressed"
31134,learn fly And love it. thanks @Delta
19232,"@120612 Bonjour, en quoi puis-je vous aider ? ^FA"
14475,@120197 Thanks info David. We'll pas team get recognition deserves.
29800,@Uber_Support I pay twice today order uber eat cancel order I reorder why!!!
31801,@124894 Thanks trying. Please send You DM we'll continue conversation there.
24675,@122904 Please reach help ^KM
5236,Sorry delay. Allow You assist here. What issue call about? ^JRA
28201,@DunkinDonuts @123861 This happen too. I send Tweet earlier today. I try call I SAHM mom toddler could wait hold 30 minutes.
8042,@118249 Let's continue within DM here:
3767,"@116903 Hi Chris, speak someone give reference number? ^Jane"
31209,@ChipotleTweets need salsas hot sauce
22329,"@122277 You're welcome, Raz. We hope ♥ it!"
37277,@MTNC_Care @124257 675264729
29832,@124328 Hey there! Can let You know what's happen exactly? We'll see suggest /PL
7524,@118084 Please give You call here: take look you! ^TR
6807,@117841 Width vary slightly throughout cabin. Main Cabin Extra seat always 4-6 inch extra legroom.
11098,Pleasant experience domestic air travel vanishingly rare. I usually fly @AmericanAir try @SouthwestAir —&gt; great. Thank You
4729,@SouthwestAir Also terrible almost every single flight terminal delayed???? Guess get pay for.
6769,@comcastcares Done
23257,@122534 I report David. ^PA
9553,@AmericanAir big fucking joke. How still business. @Delta You favor teach treat customer
11910,"@119488 We appreciate stop by, friend. Enjoy! -Becky"
25133,@NikeSupport I try go website show run leave show 0 mile metric
19366,@sainsburys Is list name store? Or call “PR ambassador” ?
16002,@British_Airways No time 2 c end 2 catch plane !He think b able 2 hang 4 2 week without know Bake result! But I know now!
1644,@116247 Hi. Am I able add different character please?
45780,You guy doin nothing @115873
20134,@Tesco It might good idea warning site lose ability keep 12 month plan change. I accidentally..
28821,Starting 40th birthday trip #maui I'm #delAAyed @AmericanAir flight 7 b/c maintenance issue
27636,"@British_Airways awful service You give! LHR/DEN booked,passed pillar 2 post.Lack C care ""every airline it"" #BAneveragain"
40657,@127473 I'm follow message sent. Please let You know need anything future. ^az
3279,@116759 Please start system safe mode select restore default settings. Steps here:
43953,"@128429 Since that's case, recommend get touch Support team here:"
39537,@AskAmex Same picture... It's prepaid account
44980,"@128697 To clarify, refer able tap Share button Photos send message? Let You know DM."
22665,@Ask_Spectrum By time I return service work
8248,@118327 Let You know need help! ^RB
16166,@AmazonHelp If care customer humanity please revert
31708,@AppleSupport i️
37417,"@AskPlayStation I try directly game, I view channel directly though, yes."
38542,@VirginTrains @126882 Didn't realise old 😜😜😜😜
38705,@Safaricom_Care Done that. I want guy charge You data. This daylight robbery revisited.
40564,"@127442 You check see wireless stream option available, Andrew. Click info"
26084,@Safaricom_Care challenge access cpanel.I buy 10gb package web hosting.Want activate
17004,This second time driver match profile. Would please start look seriously? @115873
42436,@127975 Want know much appreciate feedback provide Raven. Thank fly us. *ALS
6705,@AppleSupport 11.0.3
10172,@115873? It advertise $12 change . It charge $17 change ... What’s that?
22085,"@AmazonHelp @AmazonHelp Tx I mean send personalized message w/gift say ""Happy Bday"" ""Congratulations"", etc."
48743,.@AppleSupport tenés ganas de devolverme la batería que tenía ante de actualizar mi celular? 👎🏼#LaCagaste #ActualizameEsta
5152,"@117338 Let check colleague see what's cause this, weird. I'll get back I updates. ^Wren"
13059,"@119791 Sorry disappointment. As mentioned earlier, please reach You use link provide earlier (1/2Confusion ^KA"
17721,@120997 Thank information. Kindly forward number via SMS 333 free investigate it. ^KD
42213,@127913 If address outdated parcel usually return You carrier. See ^TG
24801,"@AppleSupport Yes, thing. Its working. I'm try account guest. It say time I access."
20155,"@121675 Hey there! We’d love Day6's stuff available, info content here: /GK"
5146,"@117337 Hi Ken, book open successfully previous version ADE? ^B"
32729,@Uber_Support Done. You good kick driver. I bet use FakeGPS. It's insane 24km 10min city. Plus route 7km!
49252,@129951 There might small outage! Are back Pandora now?
49476,"@Delta If I fly first class connect flight first flight, I pay luggage fees? All airline Delta."
39442,@GloCare I activate data #2500/5gb I give 5gb 100% autorenewal add cumulative data
